Fecha,Región,Producto,Categoría,Laboratorio,Canal,Vendedor,Unidades,PrecioUnitario,Ventas,Inventario
2025-04-30,Bucaramanga,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Farmacia,Laura López,1,21106.77,21106.77,237
2025-04-30,Cali,Doloran Forte,Vitaminas,Pfizer,Distribuidor,Sofía Ríos,1,13193.6,13193.6,239
2025-04-30,Barranquilla,Vitamina C MK,Analgésico,Genfar,Distribuidor,David Torres,3,19981.59,59944.770000000004,74
2025-04-30,Cali,Vitamina C MK,Antiinflamatorio,Genfar,Farmacia,David Torres,6,7909.68,47458.08,233
2025-04-30,Bogotá,Ibuprofeno Genfar,Vitaminas,Genfar,Clínica,David Torres,4,4682.18,18728.72,332
2025-04-30,Manizales,Amoxicilina Sandoz,Antiinflamatorio,MK,Distribuidor,David Torres,5,12884.49,64422.45,270
2025-04-30,Manizales,Omeprazol Genfar,Antigripal,Sandoz,Hospital,Luis Martínez,16,17380.77,278092.32,116
2025-04-30,Bucaramanga,Amoxicilina Sandoz,Analgésico,Sandoz,Hospital,Juan Méndez,7,21711.69,151981.83,248
2025-04-30,Manizales,Ibuprofeno Genfar,Vitaminas,Genfar,Hospital,David Torres,4,15471.0,61884.0,259
2025-04-30,Barranquilla,Gripadol,Antigripal,MK,Farmacia,Camila Castro,18,14221.32,255983.76,403
2025-04-30,Bogotá,Amoxicilina Sandoz,Vitaminas,MK,Farmacia,Carlos Pérez,3,1895.62,5686.86,310
2025-04-30,Bogotá,Diclofenaco Pfizer,Vitaminas,MK,Distribuidor,Laura López,5,9778.05,48890.25,460
2025-04-30,Medellín,Vitamina C MK,Antiinflamatorio,Sandoz,Hospital,Sofía Ríos,7,6832.95,47830.65,302
2025-04-30,Medellín,Gripadol,Antigripal,Sandoz,Distribuidor,Laura López,3,21999.46,65998.38,195
2025-04-30,Cali,Doloran Forte,Analgésico,MK,Distribuidor,Laura López,17,17500.53,297509.01,237
2025-04-30,Cali,Diclofenaco Pfizer,Antiinflamatorio,MK,Clínica,Luis Martínez,1,4337.84,4337.84,358
2025-04-30,Manizales,Diclofenaco Pfizer,Vitaminas,Pfizer,Distribuidor,Luis Martínez,17,3210.65,54581.05,260
2025-04-30,Barranquilla,Ibuprofeno Genfar,Vitaminas,Sandoz,Hospital,Sofía Ríos,4,17674.26,70697.04,146
2025-04-30,Bogotá,Azitromicina MK,Antibiótico,MK,Distribuidor,Camila Castro,3,4560.7,13682.099999999999,52
2025-04-30,Manizales,Acetaminofén MK,Antibiótico,MK,Hospital,Camila Castro,3,3348.53,10045.59,287
2025-04-30,Cartagena,Omeprazol Genfar,Antibiótico,Pfizer,Distribuidor,David Torres,9,24850.6,223655.4,268
2025-04-30,Bogotá,Doloran Forte,Antibiótico,Genfar,Farmacia,Laura López,12,11846.43,142157.16,236
2025-04-30,Medellín,Amoxicilina Sandoz,Antiinflamatorio,Genfar,Farmacia,Jorge Ruiz,3,16289.72,48869.159999999996,242
2025-04-30,Manizales,Acetaminofén MK,Antibiótico,MK,Hospital,Laura López,4,11677.14,46708.56,252
2025-04-30,Cali,Loratadina Pfizer,Analgésico,MK,Hospital,Carlos Pérez,3,20568.44,61705.31999999999,139
2025-05-01,Bogotá,Loratadina Pfizer,Antiinflamatorio,Genfar,Farmacia,David Torres,6,14851.81,89110.86,239
2025-05-01,Bucaramanga,Azitromicina MK,Antigripal,Genfar,Farmacia,Juan Méndez,4,10595.35,42381.4,212
2025-05-01,Cali,Gripadol,Antigripal,Sandoz,Clínica,Camila Castro,2,19457.5,38915.0,263
2025-05-01,Bogotá,Gripadol,Antiinflamatorio,MK,Distribuidor,Camila Castro,11,22237.9,244616.90000000002,121
2025-05-01,Cartagena,Amoxicilina Sandoz,Antigripal,MK,Clínica,Carlos Pérez,7,21894.49,153261.43000000002,416
2025-05-01,Bogotá,Ibuprofeno Genfar,Analgésico,Genfar,Farmacia,Sofía Ríos,8,22237.58,177900.64,121
2025-05-01,Cartagena,Diclofenaco Pfizer,Analgésico,Sandoz,Hospital,Paula Díaz,8,8989.82,71918.56,228
2025-05-01,Bucaramanga,Gripadol,Antigripal,Pfizer,Farmacia,Paula Díaz,9,17416.71,156750.38999999998,477
2025-05-01,Cali,Ibuprofeno Genfar,Antigripal,Pfizer,Clínica,Sofía Ríos,7,24133.8,168936.6,121
2025-05-01,Bucaramanga,Gripadol,Analgésico,MK,Farmacia,Laura López,6,4797.52,28785.120000000003,380
2025-05-01,Cartagena,Doloran Forte,Antibiótico,MK,Hospital,Ana Gómez,2,20893.94,41787.88,216
2025-05-01,Barranquilla,Amoxicilina Sandoz,Analgésico,MK,Hospital,Sofía Ríos,2,17030.98,34061.96,455
2025-05-01,Cali,Acetaminofén MK,Antiinflamatorio,MK,Clínica,Camila Castro,12,9283.69,111404.28,383
2025-05-01,Bucaramanga,Amoxicilina Sandoz,Antigripal,Pfizer,Hospital,Jorge Ruiz,10,17579.97,175799.7,141
2025-05-01,Medellín,Omeprazol Genfar,Antiinflamatorio,MK,Farmacia,Carlos Pérez,15,12150.54,182258.1,128
2025-05-01,Cartagena,Diclofenaco Pfizer,Antigripal,MK,Distribuidor,Ana Gómez,8,11656.95,93255.6,200
2025-05-01,Medellín,Ibuprofeno Genfar,Analgésico,Genfar,Distribuidor,Ana Gómez,9,4060.28,36542.520000000004,322
2025-05-01,Bucaramanga,Diclofenaco Pfizer,Antibiótico,MK,Clínica,Luis Martínez,16,13648.88,218382.08,191
2025-05-01,Medellín,Acetaminofén MK,Antiinflamatorio,MK,Farmacia,Laura López,19,12277.14,233265.65999999997,348
2025-05-01,Medellín,Diclofenaco Pfizer,Analgésico,Pfizer,Farmacia,Camila Castro,15,10005.1,150076.5,448
2025-05-01,Cartagena,Vitamina C MK,Antiinflamatorio,Genfar,Clínica,David Torres,22,17535.69,385785.18,354
2025-05-01,Bucaramanga,Loratadina Pfizer,Vitaminas,MK,Hospital,Ana Gómez,19,16295.65,309617.35,345
2025-05-01,Cali,Doloran Forte,Antibiótico,Sandoz,Clínica,Paula Díaz,12,7950.89,95410.68000000001,433
2025-05-01,Medellín,Ibuprofeno Genfar,Analgésico,MK,Hospital,Ana Gómez,3,16678.83,50036.490000000005,366
2025-05-01,Manizales,Vitamina C MK,Antiinflamatorio,MK,Farmacia,Ana Gómez,5,13578.67,67893.35,353
2025-05-01,Medellín,Doloran Forte,Antigripal,MK,Distribuidor,Juan Méndez,15,1653.38,24800.7,108
2025-05-01,Manizales,Azitromicina MK,Antigripal,MK,Hospital,Juan Méndez,3,24313.44,72940.31999999999,67
2025-05-01,Medellín,Azitromicina MK,Antiinflamatorio,Pfizer,Distribuidor,Juan Méndez,9,13318.55,119866.95,403
2025-05-01,Cartagena,Vitamina C MK,Antigripal,Genfar,Distribuidor,Ana Gómez,8,3632.43,29059.44,352
2025-05-01,Medellín,Amoxicilina Sandoz,Vitaminas,Pfizer,Distribuidor,Sofía Ríos,3,11289.24,33867.72,235
2025-05-01,Bogotá,Gripadol,Antiinflamatorio,Pfizer,Clínica,Luis Martínez,12,24890.79,298689.48,331
2025-05-01,Medellín,Gripadol,Antiinflamatorio,Sandoz,Farmacia,David Torres,6,8744.15,52464.899999999994,171
2025-05-01,Manizales,Vitamina C MK,Vitaminas,Sandoz,Hospital,Carlos Pérez,14,11311.68,158363.52000000002,431
2025-05-01,Bogotá,Diclofenaco Pfizer,Antiinflamatorio,MK,Hospital,Camila Castro,6,4601.58,27609.48,237
2025-05-01,Medellín,Diclofenaco Pfizer,Analgésico,Sandoz,Hospital,Carlos Pérez,5,12503.52,62517.600000000006,107
2025-05-01,Bogotá,Loratadina Pfizer,Vitaminas,MK,Distribuidor,David Torres,13,17006.89,221089.57,368
2025-05-01,Bucaramanga,Loratadina Pfizer,Antiinflamatorio,Genfar,Farmacia,Camila Castro,2,11256.39,22512.78,425
2025-05-01,Cartagena,Gripadol,Antiinflamatorio,Genfar,Clínica,Sofía Ríos,1,18988.24,18988.24,273
2025-05-01,Cartagena,Omeprazol Genfar,Analgésico,MK,Distribuidor,Ana Gómez,11,23417.19,257589.09,291
2025-05-01,Medellín,Doloran Forte,Antigripal,Pfizer,Farmacia,Carlos Pérez,3,4180.17,12540.51,412
2025-05-01,Barranquilla,Azitromicina MK,Antigripal,Pfizer,Hospital,Luis Martínez,13,11205.38,145669.94,75
2025-05-01,Medellín,Omeprazol Genfar,Analgésico,MK,Clínica,Juan Méndez,15,10772.17,161582.55,264
2025-05-01,Cartagena,Ibuprofeno Genfar,Antigripal,Sandoz,Clínica,Luis Martínez,12,6553.48,78641.76,343
2025-05-01,Cartagena,Loratadina Pfizer,Vitaminas,MK,Distribuidor,Laura López,7,22809.95,159669.65,96
2025-05-01,Bogotá,Acetaminofén MK,Analgésico,Pfizer,Clínica,Sofía Ríos,1,18697.17,18697.17,186
2025-05-01,Manizales,Vitamina C MK,Antibiótico,Sandoz,Hospital,Carlos Pérez,10,21236.76,212367.59999999998,127
2025-05-01,Medellín,Azitromicina MK,Analgésico,Genfar,Hospital,Carlos Pérez,14,4718.04,66052.56,304
2025-05-01,Manizales,Loratadina Pfizer,Antiinflamatorio,MK,Farmacia,Carlos Pérez,2,12954.58,25909.16,91
2025-05-01,Barranquilla,Vitamina C MK,Antibiótico,Genfar,Hospital,Juan Méndez,2,8578.33,17156.66,384
2025-05-01,Cali,Doloran Forte,Antibiótico,Pfizer,Clínica,Camila Castro,9,7974.6,71771.40000000001,222
2025-05-01,Bucaramanga,Diclofenaco Pfizer,Antiinflamatorio,Genfar,Clínica,Laura López,10,14579.86,145798.6,57
2025-05-01,Bucaramanga,Vitamina C MK,Antigripal,Sandoz,Farmacia,Sofía Ríos,12,5988.22,71858.64,132
2025-05-01,Cartagena,Gripadol,Vitaminas,Sandoz,Distribuidor,Paula Díaz,8,19912.56,159300.48,285
2025-05-01,Bogotá,Vitamina C MK,Antiinflamatorio,Genfar,Hospital,Ana Gómez,5,5581.0,27905.0,224
2025-05-01,Bogotá,Loratadina Pfizer,Analgésico,Pfizer,Farmacia,Jorge Ruiz,12,2885.87,34630.44,297
2025-05-01,Manizales,Acetaminofén MK,Analgésico,Genfar,Hospital,Ana Gómez,5,17673.85,88369.25,106
2025-05-01,Medellín,Doloran Forte,Antibiótico,MK,Farmacia,Ana Gómez,7,13693.95,95857.65000000001,70
2025-05-01,Cartagena,Diclofenaco Pfizer,Antibiótico,MK,Clínica,Jorge Ruiz,7,17798.9,124592.30000000002,72
2025-05-01,Manizales,Loratadina Pfizer,Vitaminas,Genfar,Clínica,Jorge Ruiz,11,19227.89,211506.78999999998,491
2025-05-01,Barranquilla,Doloran Forte,Antiinflamatorio,Genfar,Hospital,Luis Martínez,15,24760.33,371404.95,424
2025-05-01,Cartagena,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Clínica,Jorge Ruiz,8,3670.28,29362.24,370
2025-05-01,Medellín,Doloran Forte,Vitaminas,MK,Distribuidor,David Torres,13,9806.55,127485.15,140
2025-05-01,Cali,Azitromicina MK,Antiinflamatorio,Pfizer,Farmacia,Paula Díaz,5,23265.14,116325.7,60
2025-05-01,Bucaramanga,Omeprazol Genfar,Antigripal,MK,Hospital,Jorge Ruiz,7,15240.7,106684.90000000001,455
2025-05-01,Medellín,Vitamina C MK,Analgésico,MK,Hospital,Carlos Pérez,1,15194.53,15194.53,261
2025-05-01,Cali,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Clínica,Sofía Ríos,9,8268.12,74413.08,462
2025-05-01,Cali,Vitamina C MK,Analgésico,MK,Hospital,Carlos Pérez,4,3393.08,13572.32,381
2025-05-01,Medellín,Ibuprofeno Genfar,Analgésico,Pfizer,Distribuidor,Camila Castro,6,16934.47,101606.82,63
2025-05-01,Cali,Diclofenaco Pfizer,Analgésico,Genfar,Distribuidor,Sofía Ríos,8,13807.7,110461.6,306
2025-05-01,Medellín,Acetaminofén MK,Antibiótico,Sandoz,Distribuidor,David Torres,3,7835.51,23506.53,86
2025-05-01,Manizales,Loratadina Pfizer,Analgésico,Genfar,Clínica,Ana Gómez,17,17229.95,292909.15,83
2025-05-01,Manizales,Azitromicina MK,Antigripal,Genfar,Clínica,David Torres,4,4750.58,19002.32,173
2025-05-01,Bucaramanga,Gripadol,Analgésico,Genfar,Clínica,Laura López,16,5865.76,93852.16,208
2025-05-01,Manizales,Loratadina Pfizer,Antibiótico,MK,Distribuidor,Laura López,10,6900.31,69003.1,92
2025-05-01,Barranquilla,Acetaminofén MK,Vitaminas,MK,Distribuidor,Ana Gómez,3,4685.01,14055.03,70
2025-05-01,Manizales,Gripadol,Antiinflamatorio,Pfizer,Distribuidor,Camila Castro,10,2482.47,24824.699999999997,145
2025-05-01,Cartagena,Acetaminofén MK,Antiinflamatorio,MK,Clínica,Camila Castro,5,14749.02,73745.1,159
2025-05-01,Barranquilla,Gripadol,Antibiótico,MK,Farmacia,Juan Méndez,4,9891.41,39565.64,347
2025-05-01,Cartagena,Doloran Forte,Antiinflamatorio,Pfizer,Farmacia,Sofía Ríos,5,10199.57,50997.85,102
2025-05-01,Cartagena,Loratadina Pfizer,Analgésico,Genfar,Distribuidor,Paula Díaz,3,2858.23,8574.69,288
2025-05-01,Cartagena,Vitamina C MK,Antibiótico,MK,Hospital,Laura López,10,6670.86,66708.59999999999,234
2025-05-01,Barranquilla,Omeprazol Genfar,Antigripal,Pfizer,Clínica,Laura López,10,16266.8,162668.0,177
2025-05-01,Cartagena,Doloran Forte,Vitaminas,Genfar,Farmacia,Ana Gómez,7,18676.95,130738.65000000001,343
2025-05-01,Manizales,Vitamina C MK,Analgésico,Genfar,Farmacia,Juan Méndez,16,2746.38,43942.08,343
2025-05-01,Cartagena,Loratadina Pfizer,Antibiótico,Sandoz,Hospital,Ana Gómez,7,17976.86,125838.02,327
2025-05-01,Medellín,Acetaminofén MK,Antigripal,Pfizer,Clínica,Ana Gómez,1,12171.82,12171.82,319
2025-05-01,Barranquilla,Acetaminofén MK,Antibiótico,Sandoz,Hospital,Jorge Ruiz,19,12038.31,228727.88999999998,447
2025-05-01,Manizales,Doloran Forte,Antibiótico,Sandoz,Hospital,Juan Méndez,5,19368.12,96840.59999999999,177
2025-05-01,Cartagena,Doloran Forte,Antibiótico,Genfar,Farmacia,Carlos Pérez,2,21697.44,43394.88,250
2025-05-01,Bucaramanga,Amoxicilina Sandoz,Antigripal,Sandoz,Farmacia,Laura López,7,8010.48,56073.36,448
2025-05-01,Cartagena,Gripadol,Vitaminas,Sandoz,Farmacia,Laura López,12,8068.09,96817.08,350
2025-05-01,Barranquilla,Ibuprofeno Genfar,Antibiótico,Genfar,Clínica,Paula Díaz,9,17684.13,159157.17,109
2025-05-01,Medellín,Acetaminofén MK,Antiinflamatorio,Genfar,Clínica,Ana Gómez,1,13662.32,13662.32,474
2025-05-01,Bogotá,Vitamina C MK,Vitaminas,Sandoz,Distribuidor,Sofía Ríos,8,14646.3,117170.4,454
2025-05-02,Bucaramanga,Omeprazol Genfar,Antigripal,Pfizer,Farmacia,Laura López,1,6248.47,6248.47,478
2025-05-02,Cali,Doloran Forte,Analgésico,Sandoz,Clínica,Sofía Ríos,3,2912.78,8738.34,60
2025-05-02,Barranquilla,Azitromicina MK,Analgésico,Pfizer,Clínica,Carlos Pérez,3,14488.29,43464.87,180
2025-05-02,Manizales,Diclofenaco Pfizer,Antiinflamatorio,Genfar,Farmacia,Sofía Ríos,1,6644.88,6644.88,221
2025-05-02,Manizales,Ibuprofeno Genfar,Antibiótico,Sandoz,Clínica,Juan Méndez,2,22131.7,44263.4,102
2025-05-02,Cartagena,Ibuprofeno Genfar,Antigripal,MK,Clínica,Sofía Ríos,7,20911.88,146383.16,241
2025-05-02,Manizales,Ibuprofeno Genfar,Antigripal,Sandoz,Hospital,Luis Martínez,10,8138.85,81388.5,272
2025-05-02,Barranquilla,Gripadol,Antigripal,Genfar,Hospital,Laura López,13,5437.13,70682.69,423
2025-05-02,Bogotá,Amoxicilina Sandoz,Analgésico,Genfar,Farmacia,Luis Martínez,4,12901.87,51607.48,469
2025-05-02,Manizales,Diclofenaco Pfizer,Analgésico,Genfar,Hospital,Sofía Ríos,22,16895.21,371694.62,408
2025-05-02,Bogotá,Amoxicilina Sandoz,Antigripal,Sandoz,Distribuidor,Paula Díaz,7,21290.03,149030.21,374
2025-05-02,Cali,Omeprazol Genfar,Antibiótico,Pfizer,Hospital,Laura López,19,22216.01,422104.18999999994,200
2025-05-02,Cartagena,Vitamina C MK,Antigripal,Genfar,Farmacia,Ana Gómez,15,18885.78,283286.69999999995,83
2025-05-02,Manizales,Omeprazol Genfar,Antigripal,Pfizer,Farmacia,David Torres,7,3798.38,26588.66,207
2025-05-02,Medellín,Vitamina C MK,Analgésico,MK,Farmacia,Juan Méndez,5,4551.83,22759.15,202
2025-05-02,Barranquilla,Amoxicilina Sandoz,Antibiótico,MK,Distribuidor,Juan Méndez,9,9148.9,82340.09999999999,228
2025-05-02,Manizales,Amoxicilina Sandoz,Antiinflamatorio,MK,Hospital,Paula Díaz,5,12731.97,63659.85,115
2025-05-02,Bogotá,Vitamina C MK,Antiinflamatorio,MK,Farmacia,Luis Martínez,12,18656.52,223878.24,133
2025-05-02,Bogotá,Loratadina Pfizer,Antibiótico,MK,Clínica,Luis Martínez,4,1539.39,6157.56,153
2025-05-02,Bogotá,Acetaminofén MK,Vitaminas,MK,Distribuidor,Sofía Ríos,3,21728.98,65186.94,424
2025-05-02,Manizales,Ibuprofeno Genfar,Antibiótico,Sandoz,Distribuidor,Ana Gómez,8,10707.42,85659.36,485
2025-05-02,Cartagena,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Distribuidor,Jorge Ruiz,5,8715.39,43576.95,191
2025-05-02,Medellín,Ibuprofeno Genfar,Antigripal,MK,Distribuidor,Sofía Ríos,6,11232.39,67394.34,211
2025-05-02,Barranquilla,Vitamina C MK,Vitaminas,MK,Distribuidor,Camila Castro,0,4598.28,0.0,228
2025-05-02,Cali,Doloran Forte,Vitaminas,Sandoz,Farmacia,Sofía Ríos,8,15864.08,126912.64,230
2025-05-02,Cartagena,Azitromicina MK,Antigripal,Pfizer,Hospital,Jorge Ruiz,9,24157.27,217415.43,70
2025-05-02,Manizales,Diclofenaco Pfizer,Analgésico,Genfar,Hospital,Luis Martínez,3,24986.34,74959.02,230
2025-05-02,Bucaramanga,Loratadina Pfizer,Analgésico,Pfizer,Farmacia,Jorge Ruiz,2,18564.03,37128.06,213
2025-05-02,Bogotá,Amoxicilina Sandoz,Analgésico,MK,Farmacia,Laura López,2,11745.24,23490.48,407
2025-05-02,Cali,Loratadina Pfizer,Antibiótico,Pfizer,Distribuidor,Laura López,8,9082.16,72657.28,381
2025-05-02,Cartagena,Azitromicina MK,Antigripal,Pfizer,Hospital,Camila Castro,18,4553.35,81960.3,421
2025-05-02,Barranquilla,Loratadina Pfizer,Antibiótico,MK,Clínica,Carlos Pérez,10,2150.89,21508.899999999998,170
2025-05-02,Manizales,Amoxicilina Sandoz,Antibiótico,Genfar,Farmacia,Paula Díaz,5,14113.88,70569.4,126
2025-05-02,Cartagena,Acetaminofén MK,Antibiótico,Pfizer,Distribuidor,Carlos Pérez,9,10565.97,95093.73,208
2025-05-02,Bogotá,Doloran Forte,Antiinflamatorio,Sandoz,Distribuidor,Carlos Pérez,12,6465.6,77587.20000000001,317
2025-05-02,Barranquilla,Diclofenaco Pfizer,Antiinflamatorio,Pfizer,Hospital,David Torres,6,15720.89,94325.34,146
2025-05-02,Bucaramanga,Loratadina Pfizer,Antiinflamatorio,Genfar,Hospital,Juan Méndez,19,5583.49,106086.31,177
2025-05-02,Manizales,Vitamina C MK,Analgésico,Pfizer,Clínica,Carlos Pérez,9,2988.09,26892.81,271
2025-05-02,Cartagena,Ibuprofeno Genfar,Vitaminas,Sandoz,Hospital,Luis Martínez,14,20818.09,291453.26,162
2025-05-02,Cartagena,Azitromicina MK,Antiinflamatorio,Pfizer,Hospital,David Torres,6,8097.78,48586.68,366
2025-05-02,Manizales,Diclofenaco Pfizer,Vitaminas,Sandoz,Distribuidor,Sofía Ríos,12,8363.55,100362.59999999999,231
2025-05-02,Manizales,Gripadol,Antigripal,Pfizer,Farmacia,Luis Martínez,1,13006.57,13006.57,272
2025-05-02,Bucaramanga,Vitamina C MK,Antiinflamatorio,Pfizer,Distribuidor,Luis Martínez,11,13219.08,145409.88,232
2025-05-02,Manizales,Loratadina Pfizer,Analgésico,Sandoz,Clínica,Sofía Ríos,7,12530.08,87710.56,211
2025-05-02,Bucaramanga,Diclofenaco Pfizer,Antigripal,Sandoz,Distribuidor,Laura López,11,11485.35,126338.85,450
2025-05-02,Barranquilla,Vitamina C MK,Analgésico,MK,Hospital,Jorge Ruiz,4,18478.85,73915.4,132
2025-05-02,Cali,Acetaminofén MK,Analgésico,Sandoz,Hospital,Sofía Ríos,1,13106.17,13106.17,320
2025-05-02,Cali,Amoxicilina Sandoz,Vitaminas,MK,Hospital,Ana Gómez,16,5598.06,89568.96,486
2025-05-02,Cali,Loratadina Pfizer,Antibiótico,Sandoz,Hospital,Carlos Pérez,5,18478.81,92394.05,191
2025-05-02,Cartagena,Ibuprofeno Genfar,Analgésico,Sandoz,Farmacia,Ana Gómez,5,20209.92,101049.59999999999,145
2025-05-02,Manizales,Doloran Forte,Vitaminas,Pfizer,Distribuidor,Ana Gómez,22,8642.35,190131.7,363
2025-05-02,Medellín,Vitamina C MK,Vitaminas,MK,Farmacia,Paula Díaz,5,11815.16,59075.8,157
2025-05-02,Medellín,Amoxicilina Sandoz,Antiinflamatorio,Pfizer,Farmacia,Carlos Pérez,18,7590.81,136634.58000000002,278
2025-05-02,Bogotá,Ibuprofeno Genfar,Antibiótico,Genfar,Farmacia,Carlos Pérez,18,12845.72,231222.96,371
2025-05-02,Manizales,Omeprazol Genfar,Antigripal,MK,Distribuidor,Ana Gómez,9,11021.76,99195.84,469
2025-05-02,Cartagena,Omeprazol Genfar,Antigripal,Pfizer,Distribuidor,Laura López,8,1952.26,15618.08,480
2025-05-02,Cali,Diclofenaco Pfizer,Vitaminas,Genfar,Distribuidor,Jorge Ruiz,10,12924.95,129249.5,122
2025-05-02,Bucaramanga,Ibuprofeno Genfar,Antigripal,Genfar,Clínica,Carlos Pérez,6,22539.26,135235.56,81
2025-05-02,Cali,Doloran Forte,Vitaminas,Sandoz,Distribuidor,Carlos Pérez,4,17081.51,68326.04,179
2025-05-02,Manizales,Doloran Forte,Antigripal,Genfar,Clínica,Laura López,2,23332.02,46664.04,402
2025-05-02,Barranquilla,Vitamina C MK,Antigripal,MK,Distribuidor,Juan Méndez,16,9796.03,156736.48,121
2025-05-02,Bogotá,Azitromicina MK,Antigripal,Genfar,Distribuidor,Sofía Ríos,2,7774.16,15548.32,158
2025-05-02,Cali,Loratadina Pfizer,Antigripal,MK,Distribuidor,Luis Martínez,1,12309.5,12309.5,471
2025-05-02,Bogotá,Loratadina Pfizer,Vitaminas,Genfar,Distribuidor,David Torres,5,17804.94,89024.7,185
2025-05-02,Cartagena,Acetaminofén MK,Antigripal,Sandoz,Hospital,Luis Martínez,10,4794.5,47945.0,419
2025-05-02,Cali,Gripadol,Antibiótico,Sandoz,Farmacia,Paula Díaz,7,17033.38,119233.66,469
2025-05-02,Bogotá,Diclofenaco Pfizer,Vitaminas,Sandoz,Distribuidor,David Torres,5,2284.29,11421.45,129
2025-05-02,Medellín,Omeprazol Genfar,Vitaminas,Genfar,Farmacia,Carlos Pérez,15,4316.88,64753.200000000004,326
2025-05-02,Bucaramanga,Acetaminofén MK,Vitaminas,Genfar,Farmacia,Paula Díaz,8,6931.43,55451.44,448
2025-05-02,Medellín,Doloran Forte,Antigripal,Pfizer,Clínica,Carlos Pérez,5,16259.81,81299.05,187
2025-05-02,Cali,Diclofenaco Pfizer,Antibiótico,Pfizer,Distribuidor,Camila Castro,8,3186.38,25491.04,238
2025-05-02,Manizales,Diclofenaco Pfizer,Antiinflamatorio,Pfizer,Hospital,Jorge Ruiz,9,20696.54,186268.86000000002,206
2025-05-02,Medellín,Vitamina C MK,Antigripal,Sandoz,Distribuidor,Sofía Ríos,4,6429.53,25718.12,404
2025-05-02,Bogotá,Loratadina Pfizer,Analgésico,Pfizer,Farmacia,Ana Gómez,10,7289.26,72892.6,198
2025-05-02,Bogotá,Vitamina C MK,Antigripal,Genfar,Distribuidor,Luis Martínez,8,2269.5,18156.0,240
2025-05-02,Cartagena,Amoxicilina Sandoz,Analgésico,Pfizer,Clínica,David Torres,7,6755.77,47290.39,422
2025-05-02,Cartagena,Vitamina C MK,Analgésico,MK,Clínica,David Torres,2,16912.76,33825.52,311
2025-05-02,Cali,Vitamina C MK,Antiinflamatorio,Genfar,Farmacia,Laura López,18,8691.95,156455.1,474
2025-05-02,Barranquilla,Diclofenaco Pfizer,Antigripal,Sandoz,Clínica,Camila Castro,7,23750.15,166251.05000000002,137
2025-05-02,Medellín,Loratadina Pfizer,Analgésico,Pfizer,Hospital,Luis Martínez,8,1888.57,15108.56,302
2025-05-02,Barranquilla,Acetaminofén MK,Antibiótico,Genfar,Distribuidor,Laura López,10,5174.49,51744.899999999994,421
2025-05-02,Barranquilla,Gripadol,Antigripal,Sandoz,Hospital,Jorge Ruiz,5,23869.41,119347.05,466
2025-05-02,Bucaramanga,Acetaminofén MK,Analgésico,MK,Farmacia,David Torres,2,9655.75,19311.5,448
2025-05-02,Barranquilla,Gripadol,Analgésico,Genfar,Distribuidor,Camila Castro,7,8177.46,57242.22,317
2025-05-02,Manizales,Vitamina C MK,Analgésico,Sandoz,Hospital,Luis Martínez,20,11936.38,238727.59999999998,297
2025-05-02,Bucaramanga,Ibuprofeno Genfar,Antiinflamatorio,Pfizer,Clínica,Paula Díaz,6,7486.0,44916.0,195
2025-05-02,Cartagena,Omeprazol Genfar,Vitaminas,Pfizer,Hospital,Laura López,23,13644.37,313820.51,218
2025-05-02,Cali,Doloran Forte,Antiinflamatorio,Pfizer,Farmacia,Juan Méndez,12,10871.87,130462.44,89
2025-05-02,Bogotá,Acetaminofén MK,Antigripal,Genfar,Farmacia,Laura López,2,23594.21,47188.42,495
2025-05-02,Cali,Amoxicilina Sandoz,Antibiótico,Genfar,Distribuidor,Camila Castro,4,23579.56,94318.24,495
2025-05-02,Cali,Acetaminofén MK,Analgésico,MK,Distribuidor,Camila Castro,3,22408.64,67225.92,431
2025-05-02,Bogotá,Doloran Forte,Antigripal,MK,Farmacia,Sofía Ríos,5,7670.86,38354.299999999996,295
2025-05-02,Manizales,Gripadol,Vitaminas,Genfar,Hospital,Carlos Pérez,7,19844.27,138909.89,192
2025-05-02,Bogotá,Gripadol,Vitaminas,Genfar,Clínica,Luis Martínez,7,21796.08,152572.56,275
2025-05-02,Cartagena,Amoxicilina Sandoz,Antibiótico,Genfar,Farmacia,Sofía Ríos,14,11070.23,154983.22,342
2025-05-02,Cali,Azitromicina MK,Antiinflamatorio,Sandoz,Clínica,Carlos Pérez,8,10727.79,85822.32,397
2025-05-02,Bucaramanga,Doloran Forte,Antibiótico,Sandoz,Hospital,Camila Castro,3,12836.61,38509.83,203
2025-05-02,Cali,Diclofenaco Pfizer,Antiinflamatorio,Pfizer,Distribuidor,Paula Díaz,7,19228.01,134596.06999999998,413
2025-05-02,Cartagena,Omeprazol Genfar,Antiinflamatorio,MK,Clínica,Laura López,6,20851.73,125110.38,277
2025-05-02,Bucaramanga,Vitamina C MK,Analgésico,Pfizer,Clínica,Luis Martínez,11,15555.5,171110.5,357
2025-05-02,Bucaramanga,Ibuprofeno Genfar,Antiinflamatorio,Pfizer,Clínica,Laura López,2,7305.8,14611.6,323
